,clip_name,frame_nr,person_id,nose_x,nose_y,neck_x,neck_y,rshoulder_x,rshoulder_y,relbow_x,relbow_y,rwrist_x,rwrist_y,lshoulder_x,lshoulder_y,lelbow_x,lelbow_y,lwrist_x,lwrist_y,midhip_x,midhip_y,rhip_x,rhip_y,rknee_x,rknee_y,rankle_x,rankle_y,lhip_x,lhip_y,lknee_x,lknee_y,lankle_x,lankle_y,reye_x,reye_y,leye_x,leye_y,rear_x,rear_y,lear_x,lear_y,lbigtoe_x,lbigtoe_y,lsmalltoe_x,lsmalltoe_y,lheal_x,lheal_y,rbigtoe_x,rbigtoe_y,rsmalltoe_x,rsmalltoe_y,rheal_x,rheal_y,nose_v,neck_v,rshoulder_v,relbow_v,rwrist_v,lshoulder_v,lelbow_v,lwrist_v,midhip_v,rhip_v,rknee_v,rankle_v,lhip_v,lknee_v,lankle_v,reye_v,leye_v,rear_v,lear_v,lbigtoe_v,lsmalltoe_v,lheal_v,rbigtoe_v,rsmalltoe_v,rheal_v,label,status,figure_id
0,1P-Ana,98,0,0.39731039515627775,0.5781471537032669,0.4696753243907677,0.625840588332225,0.34902972446310104,0.6158099382626325,0.2747605425800613,0.49178943110029333,0.3869006291254177,0.44250354553737414,0.46200455641451044,0.6390037066507508,0.4682688402978693,0.8174493402423386,0.396620287617199,0.7232335770754604,0.4595691041982138,0.6737263354888308,0.39861085749165326,0.6798719404652571,0.5535455266010748,0.4547346372287766,0.5373163078928345,0.46594652870547415,0.4734407510268044,0.6520414244165638,0.5682111074189312,0.4942095048786425,0.5654481160302969,0.42762599891969266,0.39636127649455954,0.5657110355937177,0.38923961850608824,0.5800512872038993,0.42404273134978815,0.6382199894295955,0.4828892216480323,0.6608067891422063,0.5205534799293942,0.4466030481265571,0.5476079574397327,0.4345689271544508,0.5961592315295016,0.4726959581192446,0.5911280507247327,0.5297545728658313,0.5840769427294193,0.5171935391619339,0.5148675435609019,0.4993589515944361,0.8881279999999999,0.853216,0.8864690000000001,0.7695200000000001,0.7618,0.8860969999999999,0.889156,0.878324,0.752582,0.7557309999999999,0.773027,0.820052,0.7658050000000001,0.7905810000000001,0.7895500000000001,0.922422,0.915466,0.852966,0.884759,0.75943,0.7400760000000001,0.6601020000000001,0.7736390000000001,0.770442,0.657103,basic,S,0
1,1P-Ana,99,0,0.38988680496092504,0.5750512500324905,0.46504402111086846,0.6341688471768034,0.3484152264593253,0.6219386092759389,0.26610915231661847,0.58537433853578,0.3969045548986894,0.4168385440932879,0.45917445018178965,0.6379509315696694,0.47925715323421525,0.8082974850835195,0.407486066548683,0.7545951346633586,0.457386873832825,0.6648317141001222,0.388395853848066,0.6730453042561647,0.5508716919164223,0.4478226678109608,0.5402700560126237,0.4607461927742283,0.4694973561019844,0.6472666579686012,0.5585286749916303,0.48277452477607763,0.5597178368686215,0.42693515593644105,0.394259139065936,0.5682714676323498,0.3869858147277266,0.5784933960932596,0.4207789435808656,0.6388097043128383,0.4799093399016344,0.6566732211715662,0.5059166166956676,0.4472223405178568,0.5311684465763417,0.43837076175385037,0.5878257785330927,0.47391893045418404,0.5887881860435334,0.5265706757489929,0.5888554413703545,0.5160428546393285,0.5233746115042975,0.4963005624364221,0.8706010000000001,0.8382780000000001,0.885768,0.7120029999999999,0.747653,0.8787790000000001,0.92134,0.8511110000000001,0.7750119999999999,0.756498,0.785492,0.8136200000000001,0.775378,0.8173549999999999,0.814333,0.905167,0.936226,0.861656,0.8950739999999999,0.7557119999999999,0.734205,0.6657449999999999,0.755315,0.7507579999999999,0.681666,basic,,0
2,1P-Ana,100,0,0.3807555944143068,0.5644816813490696,0.45621810077147196,0.6342585545884286,0.3468746892635969,0.6240179412982828,0.25764158223384137,0.6785655836878867,0.41294924112360154,0.38974924490583357,0.4560122099131799,0.6325868389808633,0.4958991740978556,0.7831404598862911,0.42469252396171486,0.7905812745370767,0.4530606118663405,0.6547293906753892,0.3786337209302324,0.6581062784381342,0.5480175965020836,0.4507407603884545,0.5424206026635637,0.4576122855832954,0.4636095230217196,0.63650962996023,0.5475935902533454,0.47450019296601453,0.547482875470696,0.4400228637002594,0.3908086096828225,0.563928454665628,0.3844756463708051,0.5743164212351652,0.4166280120826339,0.6364928536112702,0.4776915458812585,0.6513943609592957,0.48787144394046594,0.45175506221098566,0.5129474359531903,0.44749670044065126,0.5761710885106519,0.4866398063012433,0.5838402692466679,0.5242870724833312,0.5882582838155512,0.5144352038546643,0.5320599123685927,0.494618318663989,0.865131,0.8363029999999999,0.8863549999999999,0.841669,0.8644360000000001,0.882042,0.929033,0.826788,0.805075,0.7524879999999999,0.803299,0.83686,0.783092,0.8365819999999999,0.860224,0.911972,0.947639,0.8682549999999999,0.865193,0.7624989999999999,0.733524,0.6404449999999999,0.741358,0.7027479999999999,0.6301500000000001,basic,,0
3,1P-Ana,101,0,0.3718433198585579,0.5522085257111579,0.44529998798942694,0.6247771870909128,0.344788209817327,0.6221082497873975,0.2508515440174004,0.7560152056364434,0.4312485596517895,0.36593483726177933,0.45306500233337327,0.6239907174946848,0.515696560966426,0.7423097030442176,0.451557117476131,0.8208303731741365,0.4477121207381412,0.6424738552057745,0.36867700026110944,0.6473878850804401,0.5454094060119612,0.4484153116603648,0.5438235428776895,0.4520944322761518,0.4556199874055577,0.630573965187477,0.5365009876024459,0.46844484876487447,0.5323380314302238,0.4603592746265926,0.385019213162255,0.559424684928099,0.38293391009149025,0.5664838618064979,0.4124498455206427,0.6324030847394048,0.4739044431001473,0.6414064768974941,0.46465464675081375,0.46501804103452077,0.4912832528428521,0.4668143021823403,0.5624358394059319,0.5052746185938846,0.5774358374579335,0.5213416753235244,0.5853598409102387,0.5067669907773843,0.5454609952481797,0.49327454906932533,0.8725759999999999,0.8438559999999999,0.888907,0.898631,0.918796,0.882884,0.8668629999999999,0.863649,0.811174,0.7617069999999999,0.817545,0.821226,0.7245699999999999,0.845958,0.770208,0.8945529999999999,0.951984,0.8664100000000001,0.8575429999999999,0.6580159999999999,0.655513,0.514137,0.732254,0.6718689999999999,0.4558800000000001,basic,,0
4,1P-Ana,102,0,0.36506876265675375,0.5452907218913199,0.43439963792143294,0.6138371080350327,0.3425317568133092,0.6134992830506097,0.24723720971340943,0.8026360987383987,0.44745181911358484,0.3483505195360478,0.4508870925461913,0.6134794387085851,0.5365412756162478,0.6970069310677234,0.48302617761542177,0.8401361642182047,0.4424165994791319,0.63833772212893,0.3607103331109068,0.642584102473485,0.5445325491670095,0.4501417862187141,0.5460333238131384,0.45617873204899,0.44339696289894254,0.629644455020567,0.5275775616061427,0.46887150954326345,0.5152552019884691,0.4904704505507993,0.37842771786532514,0.5549892674301704,0.38067804571495917,0.5616955723220663,0.4091200995092643,0.6277468331410582,0.47078747136618754,0.6277350653408156,0.4407303027769091,0.49645604630351975,0.4711310647564656,0.5039066445308406,0.5467381344841253,0.5316412506366106,0.5686638705822192,0.5156172898069952,0.5776622970500099,0.4942699035371013,0.5527507748573272,0.4951295540897032,0.867849,0.856073,0.890141,0.90354,0.8415549999999999,0.889272,0.829843,0.905669,0.827558,0.767497,0.8002560000000001,0.768629,0.7362409999999999,0.861072,0.731262,0.8905609999999999,0.952296,0.8681540000000001,0.8511489999999999,0.5066149999999999,0.588004,0.522629,0.524824,0.527606,0.491943,basic,,0
5,1P-Ana,103,0,0.36237186509907426,0.5415198623279017,0.42563821644311645,0.5963485425096164,0.34047694714434884,0.6026809405888007,0.24829368487017742,0.8031749844985558,0.45903793919413766,0.3452429048251423,0.4510666114307608,0.5999305800616083,0.5527943382230097,0.6468393243743499,0.5111501878618373,0.8462205912007603,0.4383580494758272,0.6423666155989447,0.3569010281116549,0.6421155903717495,0.5431549658858832,0.4562550987305998,0.5479484259226807,0.4664791667762475,0.4316944238999677,0.6304939208426537,0.5204466224852451,0.4786875498567218,0.5002761211030551,0.5148696403950478,0.37344291453750506,0.5484226857016207,0.37851956913284807,0.5578852580815711,0.407526132508928,0.6237791353864158,0.4663809177150881,0.6173106886290133,0.41875619265370956,0.5512650548234401,0.45302070647407805,0.5560452954960463,0.5349213964451853,0.5528624041465723,0.5566790678931594,0.5102461122900412,0.565743755228826,0.48144015987921424,0.5555573953102058,0.4976340112795549,0.892091,0.883717,0.8875350000000001,0.903909,0.898451,0.895274,0.8853409999999999,0.8498680000000001,0.8127449999999999,0.753296,0.7705930000000001,0.790391,0.725468,0.8134060000000001,0.7421719999999999,0.891517,0.950249,0.8454950000000001,0.8636290000000001,0.6093270000000001,0.622682,0.606704,0.732749,0.6587459999999999,0.405245,basic,,0
6,1P-Ana,104,0,0.36050350517077845,0.5489319177447451,0.4220725696427091,0.5922379747498112,0.33970366805471197,0.6016701965495144,0.24951662358762475,0.7697462357856026,0.46745272863265,0.34322399472783566,0.4501734644491594,0.5967573656909191,0.5667758824568937,0.608226100663348,0.5368098702943334,0.8354973811084878,0.43656486024221763,0.6478498687277563,0.3575139990829879,0.6423760654231015,0.5411081858054696,0.47525124245493444,0.5374752778200309,0.48638799802279664,0.4280126341404908,0.6349140410547068,0.5092846850266572,0.49659567110602576,0.4893156838070955,0.5389052710964195,0.3668643070585636,0.5526991394177521,0.37708869630582015,0.5609516993948538,0.4057055883881425,0.619294147065008,0.46328968691762623,0.6108467203784961,0.40144675874696584,0.6178557973203735,0.4374756182937322,0.6166639628011709,0.526317178967109,0.578381948537019,0.539223507038946,0.5100314816560999,0.5488524201562309,0.47981125317033463,0.5447823084660823,0.508872205976021,0.902818,0.8892120000000001,0.8820469999999999,0.897041,0.943149,0.903774,0.973605,0.866288,0.7991729999999999,0.749625,0.770998,0.783246,0.71325,0.796203,0.703384,0.8781559999999999,0.942377,0.8432930000000001,0.8632519999999999,0.434599,0.497691,0.544235,0.644898,0.6102179999999999,0.400986,basic,,0
7,1P-Ana,105,0,0.35973229835120374,0.558481834728607,0.4185228135577456,0.6048631722375091,0.33860248381666924,0.6139044009986174,0.24943124647087622,0.7671165148465982,0.4731028169465345,0.3591845529681613,0.44872664389532946,0.6015934631091449,0.5766578475647078,0.5901853882129896,0.5579189775127982,0.825581205365322,0.4344929207933964,0.6553360809647942,0.3569635856026824,0.6501884700906516,0.5390307389619139,0.4974154338614608,0.5256417033512821,0.5046242717466369,0.42447184843532915,0.6421998637075861,0.49521662320396603,0.5137394831278437,0.48243057972762593,0.5593263243952634,0.36107886003060563,0.5585425780663035,0.37471817435973837,0.569693028638061,0.40494653177209966,0.6120150713502269,0.45559009179352283,0.6086643006906388,0.3877672690196267,0.6820702525068485,0.4203047220893737,0.6779642291294983,0.5224215452092035,0.5979442220612661,0.523567436287253,0.49149787032729353,0.5352041094290361,0.4709829432642551,0.5312313252562645,0.5169451442955305,0.921192,0.8834179999999999,0.8731270000000001,0.8960509999999999,0.948117,0.8906270000000001,0.97552,0.883041,0.792908,0.744984,0.779357,0.6695800000000001,0.7167939999999999,0.786137,0.7480800000000001,0.864553,0.926656,0.8517089999999999,0.869742,0.621441,0.619637,0.5725399999999999,0.380062,0.404386,0.284853,basic,,0
8,1P-Ana,106,0,0.3591837063396284,0.5758601659807197,0.41758909043459325,0.6314637642342884,0.3379044223110705,0.6366294986023848,0.2493173133508539,0.766129049902616,0.473468206901008,0.3881561303821467,0.4478852887910918,0.6155670823453828,0.5816241961814889,0.5929759793278568,0.5806310228379642,0.8138728856462012,0.4336360135018432,0.6784320851504673,0.3525800458562942,0.6651136443612564,0.5388203822881689,0.5061787073123089,0.5166786437763836,0.5115783512932711,0.4216608943985746,0.6741411956710174,0.4823681601307146,0.5249578790291785,0.4818262163427963,0.574060289662687,0.3576451039986949,0.5672750905197059,0.3726157264230814,0.5832226046462986,0.40568484894077267,0.6189288429954021,0.4478781678875444,0.6190296071396264,0.3760485311888283,0.7333036329369175,0.4093705822104164,0.7254358473155369,0.5241070624886542,0.6107188430529299,0.5102373691536765,0.4742231000399329,0.5241174849190374,0.46089073636491446,0.5219747556617147,0.5155302331602996,0.918389,0.8771200000000001,0.8561129999999999,0.925109,0.939194,0.8741180000000001,0.961214,0.8618159999999999,0.7925770000000001,0.7444970000000001,0.785296,0.581004,0.717317,0.82376,0.692948,0.8598020000000001,0.91366,0.8410829999999999,0.837425,0.6512049999999999,0.590472,0.519035,0.352354,0.375269,0.225873,basic,,0
9,1P-Ana,107,0,0.35993166550809685,0.5882384102318328,0.4189092323610185,0.6637541042042527,0.33598720105816693,0.6614673725450767,0.24923936612799613,0.7616101657090119,0.4713406250471365,0.4280495567529681,0.44762922133650934,0.6296634255855753,0.5923628848145203,0.5941465776782948,0.5976942493597281,0.7985633591441194,0.4345757992873868,0.7141167659824229,0.3495190130685602,0.6966218912098142,0.5379786997087721,0.5183556522782433,0.5140782721030502,0.514492113103581,0.41822001887172566,0.717693170493944,0.4706307282339967,0.5345256946243555,0.4740294368040269,0.5906889432932929,0.35473536728578353,0.5774674458792823,0.3711314088752876,0.5957578011606687,0.4055891146496335,0.6304531748151596,0.44417019465196494,0.6369539469325127,0.36226893495779267,0.7723533625996075,0.3963968220624318,0.763182178042088,0.5186526611885376,0.6268403287033518,0.5040856431642745,0.4581615581604204,0.521880861255144,0.4540316205343298,0.5311096246557845,0.513065877802379,0.93206,0.8709889999999999,0.857721,0.932903,0.8789030000000001,0.8502909999999999,0.950485,0.836259,0.765756,0.723474,0.7794789999999999,0.5196459999999999,0.696118,0.8374619999999999,0.639077,0.8483200000000001,0.8930669999999999,0.844834,0.836024,0.573283,0.565284,0.505285,0.293727,0.291587,0.1834,basic,,0
